"Actual investments by state, technology, and quarter (2023 million USD)"

version:,2024_Q4.20250218.0
created:,Tue Feb 18 16:00:32 2025 (MST)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q1,4.750827,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q2,4.781401,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q3,5.387781,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q4,6.984412,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q1,6.564431,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q2,6.491340,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q3,11.307692,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q4,16.924993,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q1,9.983771,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q2,4.937827,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q3,7.460059,Power
Retail,IA,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q4,14.974207,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2018-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2019-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2020-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2021-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2022-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2023-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Direct Connected Micro Hydro,2024-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2020-Q2,0.622442,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2020-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2020-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2021-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2021-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2021-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2021-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2022-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Batteries,2022-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2018-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2019-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2020-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2021-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2022-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2023-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial OnShoreWind,2024-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q4,0.629464,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q1,0.228826,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q2,0.212736,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q3,1.176307,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q4,0.112625,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q1,0.209295,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q2,2.288292,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q3,0.179645,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q4,0.350569,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q2,1.178246,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q3,0.687571,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q1,0.625064,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q2,1.715529,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q3,0.044162,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q4,0.611476,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q1,1.547080,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q2,0.152272,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q3,0.307589,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q4,2.247529,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q1,0.632409,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q2,0.382111,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q4,2.585475,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q1,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q2,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q3,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q4,0.000000,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q1,8.855129,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q2,4.416866,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q3,4.508566,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q4,6.975286,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q1,7.007154,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q2,6.497848,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q3,8.775733,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q4,10.544312,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q1,6.221234,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q2,5.611417,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q3,9.201958,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q4,4.148401,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q1,9.562492,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q2,7.863961,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q3,11.097246,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q4,8.556053,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q1,17.676749,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q2,16.064573,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q3,21.486604,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q4,20.212114,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q1,22.895143,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q2,22.018533,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q3,21.626123,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q4,13.821534,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q1,20.169361,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q2,7.168856,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q3,9.763172,Power
Retail,IA,Distributed Electricity and Storage,Residential Solar Photovoltaic,2024-Q4,6.711976,Power
Retail,IA,Heat Pumps,Heat Pumps,2018-Q1,14.407670,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2018-Q2,17.837689,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2018-Q3,15.417090,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2018-Q4,11.527930,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2019-Q1,15.258133,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2019-Q2,19.904596,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2019-Q3,16.906996,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2019-Q4,12.471143,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2020-Q1,16.104513,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2020-Q2,18.149836,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2020-Q3,20.675103,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2020-Q4,17.393427,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2021-Q1,18.583929,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2021-Q2,23.888834,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2021-Q3,20.914713,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2021-Q4,18.212920,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2022-Q1,20.662656,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2022-Q2,25.037759,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2022-Q3,23.884234,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2022-Q4,19.239141,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2023-Q1,19.872113,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2023-Q2,21.551528,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2023-Q3,20.103937,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2023-Q4,13.643376,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2024-Q1,18.001537,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2024-Q2,22.677251,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2024-Q3,24.376506,Buildings
Retail,IA,Heat Pumps,Heat Pumps,2024-Q4,18.566932,Buildings
Retail,IA,Zero Emission Vehicles,BEV,2018-Q1,3.540390,Transport
Retail,IA,Zero Emission Vehicles,BEV,2018-Q2,4.494362,Transport
Retail,IA,Zero Emission Vehicles,BEV,2018-Q3,6.578364,Transport
Retail,IA,Zero Emission Vehicles,BEV,2018-Q4,17.740485,Transport
Retail,IA,Zero Emission Vehicles,BEV,2019-Q1,3.453151,Transport
Retail,IA,Zero Emission Vehicles,BEV,2019-Q2,7.913201,Transport
Retail,IA,Zero Emission Vehicles,BEV,2019-Q3,8.986442,Transport
Retail,IA,Zero Emission Vehicles,BEV,2019-Q4,6.779370,Transport
Retail,IA,Zero Emission Vehicles,BEV,2020-Q1,4.000152,Transport
Retail,IA,Zero Emission Vehicles,BEV,2020-Q2,6.153120,Transport
Retail,IA,Zero Emission Vehicles,BEV,2020-Q3,10.716664,Transport
Retail,IA,Zero Emission Vehicles,BEV,2020-Q4,12.423671,Transport
Retail,IA,Zero Emission Vehicles,BEV,2021-Q1,11.752884,Transport
Retail,IA,Zero Emission Vehicles,BEV,2021-Q2,18.564848,Transport
Retail,IA,Zero Emission Vehicles,BEV,2021-Q3,21.874994,Transport
Retail,IA,Zero Emission Vehicles,BEV,2021-Q4,25.235428,Transport
Retail,IA,Zero Emission Vehicles,BEV,2022-Q1,30.200759,Transport
Retail,IA,Zero Emission Vehicles,BEV,2022-Q2,25.262480,Transport
Retail,IA,Zero Emission Vehicles,BEV,2022-Q3,31.808070,Transport
Retail,IA,Zero Emission Vehicles,BEV,2022-Q4,35.033895,Transport
Retail,IA,Zero Emission Vehicles,BEV,2023-Q1,33.094495,Transport
Retail,IA,Zero Emission Vehicles,BEV,2023-Q2,34.075055,Transport
Retail,IA,Zero Emission Vehicles,BEV,2023-Q3,42.688282,Transport
Retail,IA,Zero Emission Vehicles,BEV,2023-Q4,46.262410,Transport
Retail,IA,Zero Emission Vehicles,BEV,2024-Q1,35.021844,Transport
Retail,IA,Zero Emission Vehicles,BEV,2024-Q2,47.324917,Transport
Retail,IA,Zero Emission Vehicles,BEV,2024-Q3,50.306152,Transport
Retail,IA,Zero Emission Vehicles,BEV,2024-Q4,60.091083,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2018-Q1,4.030174,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2018-Q2,5.741582,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2018-Q3,5.176219,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2018-Q4,4.812022,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2019-Q1,2.524581,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2019-Q2,3.583546,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2019-Q3,2.905778,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2019-Q4,1.862864,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2020-Q1,0.973105,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2020-Q2,1.307413,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2020-Q3,2.405618,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2020-Q4,5.305696,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2021-Q1,6.614869,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2021-Q2,15.155776,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2021-Q3,10.031138,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2021-Q4,10.662362,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2022-Q1,12.006856,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2022-Q2,14.421621,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2022-Q3,11.638758,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2022-Q4,15.738194,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2023-Q1,13.731608,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2023-Q2,17.197527,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2023-Q3,16.290618,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2023-Q4,16.352639,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2024-Q1,16.292265,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2024-Q2,17.774739,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2024-Q3,19.995584,Transport
Retail,IA,Zero Emission Vehicles,PHEV,2024-Q4,22.596105,Transport
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2018-Q2,0.065548,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2018-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2018-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2019-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2019-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2019-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2019-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2020-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2020-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2020-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2020-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2021-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2021-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2021-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2021-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2022-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2022-Q2,0.011517,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2022-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2022-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2023-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2023-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2023-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2023-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2024-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2024-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2024-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Batteries,2024-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q3,0.053876,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q4,1.070769,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q1,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q2,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q3,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q4,0.000000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q1,0.279312,Power
Retail,ID,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q2,0.384560,Power
Retail,ID,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q3,0.253000,Power
Retail,ID,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q4,0.483736,Power
Retail,ID,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q1,0.017877,Power
Retail,ID,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q2,0.087597,Power
